run_id,sample_rate,total_abs_err,rmse,mape,sd_pct_err,num_alts,num_choosers
1,0.1,348.60663,6.363667,0.8216778,-5.0161333,200,750
1,0.2,207.99445,4.2559733,0.39572594,-3.251257,200,750
1,0.3,120.915955,2.7163332,0.21588013,-2.0284605,200,750
1,0.4,92.40303,2.1129227,0.14544564,-1.5513659,200,750
1,0.5,60.19219,1.4256626,0.09098737,-0.9882879,200,750
1,0.6,39.947433,1.0453687,0.05803555,-0.6614485,200,750
1,0.7,26.610865,0.7447737,0.042030845,-0.46345425,200,750
1,0.8,17.409384,0.4647783,0.026337285,-0.2689848,200,750
1,0.9,10.717495,0.31788284,0.015317222,-0.16427422,200,750
1,1.0,0.0,0.0,0.0,0.0,200,750
1,0.1,1490.985,16.31412,0.17224497,-13.59818,2000,7500
1,0.2,962.35144,10.778202,0.10100269,-9.34292,2000,7500
1,0.3,650.39624,7.25303,0.06429287,-6.378084,2000,7500
1,0.4,455.37503,5.1025066,0.043755844,-4.5306873,2000,7500
1,0.5,321.45544,3.596308,0.031333428,-3.2137985,2000,7500
1,0.6,221.48068,2.4397275,0.021163005,-2.1881123,2000,7500
1,0.7,158.10156,1.7394227,0.015127832,-1.5658493,2000,7500
1,0.8,97.02416,1.0605772,0.009508288,-0.9565048,2000,7500
1,0.9,58.465317,0.6199679,0.00514667,-0.5537987,2000,7500
1,1.0,0.0,0.0,0.0,0.0,2000,7500
1,0.1,1395.4084,1.8446492,0.015159473,-1.2080822,20000,75000
1,0.2,741.2976,0.9212974,0.008015799,-0.6017666,20000,75000
1,0.3,523.5143,0.5711771,0.005705674,-0.38365555,20000,75000
1,0.4,386.53342,0.40248364,0.0043188278,-0.2683239,20000,75000
1,0.5,291.32443,0.28134432,0.0033304386,-0.18539429,20000,75000
1,0.6,232.43694,0.22307366,0.002653938,-0.14076614,20000,75000
1,0.7,178.00182,0.15539354,0.0020603836,-0.09550667,20000,75000
1,0.8,129.42467,0.09713828,0.0015497763,-0.0578022,20000,75000
1,0.9,82.18716,0.048314318,0.001010647,-0.028327942,20000,75000
1,1.0,0.0,0.0,0.0,0.0,20000,75000
1,0.1,2746.7498,0.3486891,0.0031321668,-0.2312603,200000,750000
1,0.2,1654.2366,0.15951592,0.0019561844,-0.10235596,200000,750000
1,0.3,1218.5964,0.10512572,0.0014658858,-0.06529808,200000,750000
1,0.4,941.11096,0.066335045,0.00116222,-0.040576935,200000,750000
1,0.5,750.82446,0.04708373,0.0009445256,-0.028066635,200000,750000
1,0.6,592.6584,0.03211424,0.00076371746,-0.017990112,200000,750000
1,0.7,464.0395,0.020257622,0.00061096746,-0.008623123,200000,750000
1,0.8,353.05322,0.017485164,0.00046660172,-0.0075263977,200000,750000
1,0.9,232.45323,0.0100826435,0.0003102239,-0.0031414032,200000,750000
1,1.0,0.0,0.0,0.0,0.0,200000,750000
2,0.1,242.1839,5.0422454,0.5179154,-3.8203187,200,750
2,0.2,119.04898,2.5334477,0.18814698,-1.8686686,200,750
2,0.3,70.81486,1.4793527,0.10107634,-1.0983343,200,750
2,0.4,38.47517,0.8132151,0.052657906,-0.5460663,200,750
2,0.5,29.36912,0.595923,0.043877438,-0.41157913,200,750
2,0.6,25.606924,0.5685359,0.037910875,-0.39885044,200,750
2,0.7,14.67222,0.26357374,0.024020238,-0.17410088,200,750
2,0.8,9.308107,0.12842603,0.015818194,-0.023823738,200,750
2,0.9,8.172882,0.16264893,0.010336986,-0.01614952,200,750
2,1.0,0.0,0.0,0.0,0.0,200,750
2,0.1,411.72205,1.5572238,0.057168934,-0.9962473,2000,7500
2,0.2,223.25743,0.8637733,0.029249443,-0.52565193,2000,7500
2,0.3,145.58337,0.50283694,0.01840928,-0.29434204,2000,7500
2,0.4,117.94533,0.37818456,0.013822394,-0.20447636,2000,7500
2,0.5,87.62444,0.24662602,0.010808435,-0.13185406,2000,7500
2,0.6,68.048035,0.17556335,0.008588609,-0.08990383,2000,7500
2,0.7,49.65651,0.11611702,0.0066760015,-0.053664207,2000,7500
2,0.8,34.726078,0.07825621,0.004905548,-0.02207756,2000,7500
2,0.9,24.484749,0.05119972,0.0031566329,-0.007109642,2000,7500
2,1.0,0.0,0.0,0.0,0.0,2000,7500
2,0.1,1462.1277,1.8268962,0.015480255,-1.0434818,20000,75000
2,0.2,787.7947,1.073554,0.008362762,-0.5665264,20000,75000
2,0.3,512.68317,0.6540249,0.005669213,-0.34300232,20000,75000
2,0.4,350.25455,0.365825,0.004124615,-0.19595337,20000,75000
2,0.5,271.32947,0.24298821,0.0032142685,-0.12813187,20000,75000
2,0.6,206.66402,0.1629576,0.0025534297,-0.08244705,20000,75000
2,0.7,159.96532,0.120681,0.0020012786,-0.057941437,20000,75000
2,0.8,115.44338,0.06504214,0.0015029176,-0.03207779,20000,75000
2,0.9,72.20085,0.035299726,0.0009888798,-0.015083313,20000,75000
2,1.0,0.0,0.0,0.0,0.0,20000,75000
2,0.1,2749.3015,0.32796884,0.003124545,-0.21169472,200000,750000
2,0.2,1609.1587,0.14708924,0.0019549117,-0.09052849,200000,750000
2,0.3,1182.1062,0.094504505,0.0014642437,-0.05565262,200000,750000
2,0.4,914.3788,0.057659637,0.0011626622,-0.03221512,200000,750000
2,0.5,732.63367,0.043814752,0.00094294554,-0.022375107,200000,750000
2,0.6,584.2545,0.028786924,0.0007647382,-0.013465881,200000,750000
2,0.7,468.3406,0.02274778,0.00061319384,-0.009994507,200000,750000
2,0.8,359.23224,0.016260788,0.00046812982,-0.007457733,200000,750000
2,0.9,235.3433,0.009238589,0.00031056273,-0.0027256012,200000,750000
2,1.0,0.0,0.0,0.0,0.0,200000,750000
