run_id,sample_rate,total_abs_err,rmse,mape,sd_pct_err,num_alts,num_choosers
5,0.2,1678.3368,0.1505951,0.0019794204,-0.09895134,200000,750000
5,0.3,1189.3181,0.08512636,0.0014730096,-0.05500412,200000,750000
5,0.4,922.8578,0.05619284,0.0011636463,-0.033679962,200000,750000
5,0.5,739.2886,0.040349543,0.00094360975,-0.022319794,200000,750000
5,0.6,593.8012,0.030444035,0.0007641784,-0.015058517,200000,750000
5,0.7,471.448,0.023258863,0.0006131262,-0.010959625,200000,750000
5,0.8,353.83234,0.015350389,0.0004672271,-0.006219864,200000,750000
5,0.9,233.05484,0.009605036,0.00031063356,-0.0033092499,200000,750000
5,1.0,0.015789172,1.5209768e-06,2.0670951e-08,0.0,200000,750000
6,0.1,244.4144,4.7079787,0.4842112,-3.4313025,200,750
6,0.2,140.4272,3.1731386,0.20814598,-2.137045,200,750
6,0.3,103.10237,2.5464566,0.12442375,-1.5802412,200,750
6,0.4,63.406433,1.569394,0.07269426,-1.0166712,200,750
6,0.5,40.51106,1.088666,0.04527013,-0.668808,200,750
6,0.6,27.240086,0.7228547,0.03364296,-0.44267082,200,750
6,0.7,20.566319,0.49123368,0.02464106,-0.30586433,200,750
6,0.8,15.70173,0.4291955,0.0210532,-0.27879524,200,750
6,0.9,7.7393622,0.14966048,0.011529894,-0.094649315,200,750
6,1.0,1.1530708e-05,3.431359e-07,1.3966153e-08,0.0,200,750
6,0.1,937.61865,5.5077143,0.1263213,-4.366886,2000,7500
6,0.2,440.00705,2.7255006,0.05726307,-2.1722717,2000,7500
6,0.3,270.7502,1.7170485,0.03342513,-1.3584156,2000,7500
6,0.4,186.6784,1.1892976,0.022533903,-0.9323406,2000,7500
6,0.5,120.20176,0.7339371,0.014632519,-0.5770378,2000,7500
6,0.6,92.46131,0.5308123,0.011342051,-0.41575813,2000,7500
6,0.7,73.15549,0.41613224,0.008569759,-0.31707764,2000,7500
6,0.8,56.669918,0.32033846,0.006185751,-0.2396431,2000,7500
6,0.9,31.485432,0.17854612,0.0037963758,-0.12484741,2000,7500
6,1.0,0.00010639995,7.231478e-07,1.40985685e-08,0.0,2000,7500
6,0.1,1251.3444,0.8334602,0.01397267,-0.59753036,20000,75000
6,0.2,656.27,0.39734495,0.007461454,-0.2679329,20000,75000
6,0.3,444.4485,0.24922258,0.0051926817,-0.15709305,20000,75000
6,0.4,331.92264,0.17456734,0.0039416845,-0.10669708,20000,75000
6,0.5,251.14565,0.113287084,0.0031234275,-0.06655884,20000,75000
6,0.6,190.70001,0.07299389,0.0024876166,-0.038850784,20000,75000
6,0.7,155.3268,0.061220612,0.0019665626,-0.024959564,20000,75000
6,0.8,114.59916,0.040546656,0.0014941486,-0.011577606,20000,75000
6,0.9,75.16794,0.026543576,0.0009835386,-0.006006241,20000,75000
6,1.0,0.001173261,8.900856e-07,1.3973705e-08,0.0,20000,75000
6,0.1,2928.4788,0.39052734,,-0.26651764,200000,750000
6,0.2,1660.8258,0.16739954,,-0.10962677,200000,750000
6,0.3,1214.3613,0.1002147,,-0.06415367,200000,750000
6,0.4,949.4448,0.0746171,,-0.045158386,200000,750000
6,0.5,770.4372,0.054269325,,-0.030231476,200000,750000
6,0.6,617.7367,0.041333135,,-0.021215439,200000,750000
6,0.7,474.1861,0.023674631,,-0.010362625,200000,750000
6,0.8,357.98825,0.017011292,,-0.0059318542,200000,750000
6,0.9,230.91382,0.008826716,,-0.0012245178,200000,750000
6,1.0,0.015313892,1.4579692e-06,,0.0,200000,750000
7,0.1,233.55544,4.5920334,0.5479727,-3.0199685,200,750
7,0.2,123.843445,2.7953885,0.20254017,-1.7950926,200,750
7,0.3,78.02188,1.9173462,0.10825615,-1.1970415,200,750
7,0.4,53.702026,1.4198164,0.08007912,-0.89831734,200,750
7,0.5,40.336433,0.85033315,0.059485067,-0.55397415,200,750
7,0.6,24.171436,0.44561347,0.036472443,-0.2073927,200,750
7,0.7,15.86237,0.29001328,0.025103236,-0.12850189,200,750
7,0.8,15.450715,0.266661,0.019270206,-0.12382126,200,750
7,0.9,7.987873,0.12936926,0.010137644,-0.013510704,200,750
7,1.0,1.0594729e-05,2.4186414e-07,1.924529e-08,0.0,200,750
7,0.1,1358.3688,11.876433,0.1656039,-9.491575,2000,7500
7,0.2,785.954,7.578862,0.08887439,-6.109331,2000,7500
7,0.3,494.99268,4.825933,0.054959647,-3.9767246,2000,7500
7,0.4,321.22723,3.0821366,0.03478148,-2.574953,2000,7500
7,0.5,235.3058,2.2100112,0.024854336,-1.8716965,2000,7500
7,0.6,146.88573,1.3640783,0.015737917,-1.1567726,2000,7500
7,0.7,96.35099,0.807584,0.009911098,-0.6917763,2000,7500
7,0.8,61.29904,0.5198746,0.0066322507,-0.44076157,2000,7500
7,0.9,36.20981,0.23567073,0.0039152307,-0.20375443,2000,7500
7,1.0,0.00010711898,5.5061344e-07,1.40129135e-08,1.9073486e-06,2000,7500
7,0.1,1438.9891,2.0450983,0.015263509,-1.4224873,20000,75000
7,0.2,776.84814,1.1226748,0.007992488,-0.7522354,20000,75000
7,0.3,502.75983,0.6225337,0.0053911046,-0.41780853,20000,75000
7,0.4,356.23566,0.3966429,0.0040281983,-0.25725746,20000,75000
7,0.5,277.07773,0.2799967,0.003198051,-0.18190193,20000,75000
7,0.6,215.58673,0.22049701,0.0025592183,-0.13783836,20000,75000
7,0.7,164.48766,0.15807226,0.002008252,-0.09505272,20000,75000
7,0.8,120.37685,0.09154547,0.0015225088,-0.05391121,20000,75000
7,0.9,78.91832,0.046642613,0.0009986891,-0.025863647,20000,75000
7,1.0,0.00108187,8.081207e-07,1.4746367e-08,0.0,20000,75000
7,0.1,17510.295,18.492617,,-17.047234,200000,750000
7,0.2,9173.952,9.789029,,-9.111847,200000,750000
7,0.3,5791.1323,6.1868653,,-5.7782364,200000,750000
7,0.4,3811.603,4.074678,,-3.8105316,200000,750000
7,0.5,2666.7913,2.8210356,,-2.6413727,200000,750000
7,0.6,1797.8129,1.8755126,,-1.756424,200000,750000
7,0.7,1241.9911,1.2752439,,-1.1931763,200000,750000
7,0.8,781.2822,0.75101346,,-0.7032547,200000,750000
7,0.9,404.7495,0.33045614,,-0.30992126,200000,750000
7,1.0,0.016651724,2.553067e-06,,0.0,200000,750000
8,0.1,347.37433,7.6744933,0.9055521,-5.732148,200,750
8,0.2,177.04793,4.5681915,0.35168946,-3.305026,200,750
8,0.3,103.755066,2.5846822,0.19624779,-1.9777136,200,750
8,0.4,71.282265,1.869044,0.12227831,-1.4111919,200,750
8,0.5,55.298477,1.4289956,0.08052542,-1.0430145,200,750
8,0.6,40.477074,1.0086462,0.054275833,-0.7095566,200,750
8,0.7,29.958115,0.75037456,0.03790126,-0.525918,200,750
8,0.8,19.424623,0.4217023,0.024118261,-0.28280735,200,750
8,0.9,10.6550045,0.23271987,0.013659072,-0.15503788,200,750
8,1.0,1.906883e-06,4.3669658e-08,1.4439731e-08,0.0,200,750
8,0.1,499.986,1.7167898,0.065778635,-1.2495184,2000,7500
8,0.2,254.18916,0.8550182,0.030868428,-0.5886984,2000,7500
8,0.3,164.98363,0.5414002,0.019625302,-0.33716965,2000,7500
8,0.4,116.521904,0.37132373,0.014113937,-0.22304058,2000,7500
8,0.5,81.98735,0.23276989,0.010611465,-0.13481331,2000,7500
8,0.6,65.92775,0.17342143,0.008397154,-0.07206249,2000,7500
8,0.7,51.599464,0.1363446,0.0065649627,-0.057554245,2000,7500
8,0.8,39.71642,0.10329491,0.0048730946,-0.050310135,2000,7500
8,0.9,23.201805,0.04597061,0.0031777045,-0.009552956,2000,7500
8,1.0,0.00010084089,4.6531682e-07,1.3864617e-08,0.0,2000,7500
8,0.1,1241.5886,1.1541547,0.013778488,-0.8059292,20000,75000
8,0.2,692.2624,0.56039876,0.0075988914,-0.38526726,20000,75000
8,0.3,458.3023,0.29451975,0.0051917643,-0.2034874,20000,75000
8,0.4,340.37277,0.213847,0.0039824946,-0.13805962,20000,75000
8,0.5,268.4989,0.15313978,0.0031297451,-0.08850098,20000,75000
8,0.6,199.40651,0.09658297,0.0024946097,-0.05337715,20000,75000
8,0.7,155.4172,0.076206334,0.0019725752,-0.041130066,20000,75000
8,0.8,112.87429,0.041017428,0.0014875708,-0.017616272,20000,75000
8,0.9,73.2041,0.03353049,0.0009840074,-0.01398468,20000,75000
8,1.0,0.001007372,5.2290113e-07,1.4574336e-08,0.0,20000,75000
8,0.1,3294.4583,0.9141316,0.003382229,-0.60447884,200000,750000
8,0.2,1900.5896,0.44618174,0.0020565873,-0.29214668,200000,750000
8,0.3,1330.2091,0.25965744,0.0015075343,-0.16900635,200000,750000
8,0.4,1005.9097,0.15146974,0.0011785413,-0.10039902,200000,750000
8,0.5,778.7096,0.090559185,0.0009483873,-0.059663773,200000,750000
8,0.6,620.5954,0.061618328,0.0007674689,-0.039777756,200000,750000
8,0.7,493.5849,0.048927587,0.0006151214,-0.030752182,200000,750000
8,0.8,368.32834,0.028594276,0.00046832286,-0.016954422,200000,750000
8,0.9,238.1705,0.0130996555,0.0003104918,-0.0060329437,200000,750000
8,1.0,0.015897416,1.4857847e-06,2.0799716e-08,0.0,200000,750000
9,0.1,317.64093,5.6107244,0.72584015,-4.533457,200,750
9,0.2,151.9671,2.9627564,0.26694983,-2.2959967,200,750
9,0.3,105.9861,2.0422692,0.17737107,-1.5906839,200,750
9,0.4,71.151215,1.4419601,0.116368264,-1.0935946,200,750
9,0.5,37.57334,0.92232007,0.065111406,-0.6322813,200,750
9,0.6,28.97084,0.73672545,0.04639204,-0.47415733,200,750
9,0.7,20.980724,0.4843211,0.027037852,-0.26897907,200,750
9,0.8,13.10368,0.35163784,0.018646047,-0.17320347,200,750
9,0.9,9.69726,0.24595878,0.0131005375,-0.12116623,200,750
9,1.0,1.2725126e-05,5.513826e-07,1.6921422e-08,0.0,200,750
9,0.1,3189.6394,35.55169,0.38608924,-31.800264,2000,7500
9,0.2,2346.1218,26.295454,0.25398394,-24.213627,2000,7500
9,0.3,1745.6968,19.570425,0.183305,-18.30697,2000,7500
9,0.4,1325.7261,14.866674,0.13517082,-14.003147,2000,7500
9,0.5,1009.23804,11.319329,0.10114597,-10.711578,2000,7500
9,0.6,764.0845,8.570433,0.07517949,-8.138359,2000,7500
9,0.7,528.58185,5.9291706,0.052154556,-5.6467934,2000,7500
9,0.8,332.11072,3.7253768,0.032615494,-3.5558395,2000,7500
9,0.9,166.34119,1.8670365,0.015991826,-1.7820473,2000,7500
9,1.0,5.7337762e-05,1.9177176e-07,1.5845425e-08,0.0,2000,7500
9,0.1,1099.2903,0.66176283,0.012804689,-0.4657669,20000,75000
9,0.2,596.0012,0.29868785,0.0071097976,-0.19601059,20000,75000
9,0.3,431.0428,0.20738347,0.0051601822,-0.13427162,20000,75000
9,0.4,326.4831,0.14757854,0.003982203,-0.090839386,20000,75000
9,0.5,264.1547,0.12126542,0.0031732463,-0.07008934,20000,75000
9,0.6,203.57982,0.085946,0.0025575303,-0.050359726,20000,75000
9,0.7,150.6257,0.060579546,0.0019970874,-0.030292511,20000,75000
9,0.8,114.083916,0.041586246,0.0015057634,-0.017831802,20000,75000
9,0.9,78.86012,0.027197525,0.0009941019,-0.011360168,20000,75000
9,1.0,0.0011003524,6.526955e-07,1.4503409e-08,0.0,20000,75000
9,0.1,3002.7095,0.53321725,,-0.36092186,200000,750000
9,0.2,1758.4703,0.2531011,,-0.16843033,200000,750000
9,0.3,1252.697,0.1483354,,-0.09685898,200000,750000
9,0.4,954.75684,0.09131654,,-0.05846405,200000,750000
9,0.5,771.912,0.069124326,,-0.04319191,200000,750000
9,0.6,627.69745,0.056861594,,-0.03437805,200000,750000
9,0.7,488.82367,0.04456646,,-0.025119781,200000,750000
9,0.8,364.69092,0.02961127,,-0.015972137,200000,750000
9,0.9,241.91739,0.015297575,,-0.0069065094,200000,750000
9,1.0,0.015926285,1.2261263e-06,,-1.9073486e-06,200000,750000
10,0.1,245.95361,4.2366533,0.5113171,-3.155385,200,750
10,0.2,131.22266,2.494748,0.20100465,-1.767499,200,750
10,0.3,70.516205,1.5359344,0.10475421,-0.9965191,200,750
10,0.4,53.90798,1.2037597,0.07638166,-0.7159548,200,750
10,0.5,38.8601,0.89867485,0.055808652,-0.5408077,200,750
10,0.6,30.107918,0.6729485,0.038669977,-0.38795853,200,750
10,0.7,21.200058,0.5696285,0.025485493,-0.27508068,200,750
10,0.8,16.476479,0.34789905,0.01846098,-0.16471767,200,750
10,0.9,10.237779,0.21029295,0.011049581,-0.087553024,200,750
10,1.0,9.082723e-06,2.2440136e-07,1.3560475e-08,0.0,200,750
10,0.1,569.3646,2.0865073,0.07362375,-1.5673752,2000,7500
10,0.2,263.61093,0.94310725,0.033086356,-0.6864767,2000,7500
10,0.3,184.11421,0.6052341,0.021754995,-0.43804455,2000,7500
10,0.4,129.91325,0.42659467,0.01628833,-0.30509377,2000,7500
10,0.5,98.90292,0.30149552,0.012665376,-0.21074486,2000,7500
10,0.6,75.08388,0.22843508,0.009436466,-0.13419056,2000,7500
10,0.7,52.828857,0.14073786,0.0070837624,-0.07696056,2000,7500
10,0.8,38.04094,0.096088134,0.005018016,-0.031757355,2000,7500
10,0.9,24.021103,0.051550902,0.0033314943,-0.015676498,2000,7500
10,1.0,0.00010800042,4.7756544e-07,1.3920457e-08,0.0,2000,7500
10,0.1,1338.3296,1.1617455,0.014523239,-0.8732586,20000,75000
10,0.2,689.3782,0.5463459,0.0077027692,-0.40346336,20000,75000
10,0.3,456.71924,0.31326357,0.005246797,-0.22073746,20000,75000
10,0.4,326.76675,0.19360901,0.0039435104,-0.12833786,20000,75000
10,0.5,261.7925,0.139468,0.003133424,-0.09165764,20000,75000
10,0.6,205.08524,0.10361144,0.0025292058,-0.06464577,20000,75000
10,0.7,165.23141,0.07512488,0.0019882151,-0.04210663,20000,75000
10,0.8,123.533035,0.052180756,0.0015029298,-0.025068283,20000,75000
10,0.9,78.60591,0.02980376,0.0009902547,-0.013830185,20000,75000
10,1.0,0.0009710597,6.138227e-07,1.4138984e-08,0.0,20000,75000
